date;banque;indicateur;pays;iso;valeur
2014-12-31;CA;Total filiales;Norvège;NO;2
2014-12-31;CA;Produit Net Bancaire;Pays-Bas;NL;1190000000
2014-12-31;CA;Resultat avant impot;Pays-Bas;NL;330000000
2014-12-31;CA;impot courant;Pays-Bas;NL;-50000000
2014-12-31;CA;impot différé;Pays-Bas;NL;-30000000
2014-12-31;CA;impot sur bénéfice;Pays-Bas;NL;-80000000
2014-12-31;CA;Effectif;Pays-Bas;NL;339
2014-12-31;CA;NB filiales CBCR;Pays-Bas;NL;32
2014-12-31;CA;NB filiales périmètre en +;Pays-Bas;NL;2
2014-12-31;CA;Total filiales;Pays-Bas;NL;34
2014-12-31;CA;resultats/effectifs;Pays-Bas;NL;973451.33
2014-12-31;CA;resultats/pnb;Pays-Bas;NL;0.28
2014-12-31;CA;Produit Net Bancaire;Pologne;PL;4060000000
2014-12-31;CA;Resultat avant impot;Pologne;PL;860000000
2014-12-31;CA;impot courant;Pologne;PL;-380000000
2014-12-31;CA;impot différé;Pologne;PL;120000000
2014-12-31;CA;impot sur bénéfice;Pologne;PL;-260000000
2014-12-31;CA;Effectif;Pologne;PL;5623
2014-12-31;CA;NB filiales CBCR;Pologne;PL;11
2014-12-31;CA;NB filiales périmètre en +;Pologne;PL;2
2014-12-31;CA;Total filiales;Pologne;PL;13
2014-12-31;CA;resultats/effectifs;Pologne;PL;152943.27
2014-12-31;CA;resultats/pnb;Pologne;PL;0.21
2014-12-31;CA;Produit Net Bancaire;Portugal;PT;1090000000
2014-12-31;CA;Resultat avant impot;Portugal;PT;560000000
2014-12-31;CA;impot courant;Portugal;PT;-160000000
2014-12-31;CA;impot différé;Portugal;PT;-10000000
2014-12-31;CA;impot sur bénéfice;Portugal;PT;-170000000
2014-12-31;CA;Effectif;Portugal;PT;424
2014-12-31;CA;NB filiales CBCR;Portugal;PT;3
2014-12-31;CA;NB filiales périmètre en +;Portugal;PT;4
2014-12-31;CA;Total filiales;Portugal;PT;7
2014-12-31;CA;resultats/effectifs;Portugal;PT;1320754.72
2014-12-31;CA;resultats/pnb;Portugal;PT;0.51
2014-12-31;CA;Produit Net Bancaire;République Tchèque;CZ;160000000
2014-12-31;CA;Resultat avant impot;République Tchèque;CZ;-20000000
2014-12-31;CA;impot courant;République Tchèque;CZ;-20000000
2014-12-31;CA;impot sur bénéfice;République Tchèque;CZ;-20000000
2014-12-31;CA;Effectif;République Tchèque;CZ;96
2014-12-31;CA;NB filiales CBCR;République Tchèque;CZ;2
2014-12-31;CA;Total filiales;République Tchèque;CZ;2
2014-12-31;CA;resultats/effectifs;République Tchèque;CZ;-208333.33
2014-12-31;CA;resultats/pnb;République Tchèque;CZ;-0.12
2014-12-31;CA;Produit Net Bancaire;Roumanie;RO;100000000
2014-12-31;CA;Resultat avant impot;Roumanie;RO;-90000000
2014-12-31;CA;Effectif;Roumanie;RO;274
2014-12-31;CA;NB filiales CBCR;Roumanie;RO;1
2014-12-31;CA;Total filiales;Roumanie;RO;1
2014-12-31;CA;resultats/effectifs;Roumanie;RO;-328467.15
2014-12-31;CA;resultats/pnb;Roumanie;RO;-0.90
2014-12-31;CA;Produit Net Bancaire;Royaume-Uni;GB;6510000000
2014-12-31;CA;Resultat avant impot;Royaume-Uni;GB;2910000000
2014-12-31;CA;impot courant;Royaume-Uni;GB;-510000000
2014-12-31;CA;impot différé;Royaume-Uni;GB;-310000000
2014-12-31;CA;impot sur bénéfice;Royaume-Uni;GB;-820000000
2014-12-31;CA;Effectif;Royaume-Uni;GB;819
2014-12-31;CA;NB filiales CBCR;Royaume-Uni;GB;9
2014-12-31;CA;NB filiales périmètre en +;Royaume-Uni;GB;6
2014-12-31;CA;Total filiales;Royaume-Uni;GB;15
2014-12-31;CA;resultats/effectifs;Royaume-Uni;GB;3553113.55
2014-12-31;CA;resultats/pnb;Royaume-Uni;GB;0.45
2014-12-31;CA;Produit Net Bancaire;Russie;RU;310000000
2014-12-31;CA;Resultat avant impot;Russie;RU;110000000
2014-12-31;CA;impot courant;Russie;RU;-20000000
2014-12-31;CA;impot sur bénéfice;Russie;RU;-20000000
2014-12-31;CA;Effectif;Russie;RU;155
2014-12-31;CA;NB filiales CBCR;Russie;RU;1
2014-12-31;CA;Total filiales;Russie;RU;1
2014-12-31;CA;resultats/effectifs;Russie;RU;709677.42
2014-12-31;CA;resultats/pnb;Russie;RU;0.35
2014-12-31;CA;Produit Net Bancaire;Serbie;RS;310000000
2014-12-31;CA;Resultat avant impot;Serbie;RS;10000000
2014-12-31;CA;Effectif;Serbie;RS;863
2014-12-31;CA;NB filiales CBCR;Serbie;RS;1
2014-12-31;CA;Total filiales;Serbie;RS;1
2014-12-31;CA;resultats/effectifs;Serbie;RS;11587.49
2014-12-31;CA;resultats/pnb;Serbie;RS;0.03
2014-12-31;CA;Produit Net Bancaire;Singapour;SG;1510000000
2014-12-31;CA;Resultat avant impot;Singapour;SG;560000000
2014-12-31;CA;impot courant;Singapour;SG;-80000000
2014-12-31;CA;impot sur bénéfice;Singapour;SG;-80000000
2014-12-31;CA;Effectif;Singapour;SG;417
2014-12-31;CA;NB filiales CBCR;Singapour;SG;3
2014-12-31;CA;NB filiales périmètre en +;Singapour;SG;1
2014-12-31;CA;Total filiales;Singapour;SG;4
2014-12-31;CA;resultats/effectifs;Singapour;SG;1342925.66
2014-12-31;CA;resultats/pnb;Singapour;SG;0.37
2014-12-31;CA;Produit Net Bancaire;Slovaquie;SK;20000000
2014-12-31;CA;Resultat avant impot;Slovaquie;SK;10000000
2014-12-31;CA;Effectif;Slovaquie;SK;11
2014-12-31;CA;NB filiales CBCR;Slovaquie;SK;1
2014-12-31;CA;Total filiales;Slovaquie;SK;1
2014-12-31;CA;resultats/effectifs;Slovaquie;SK;909090.91
2014-12-31;CA;resultats/pnb;Slovaquie;SK;0.50
2014-12-31;CA;Produit Net Bancaire;Suède;SE;210000000
2014-12-31;CA;Resultat avant impot;Suède;SE;80000000
2014-12-31;CA;impot courant;Suède;SE;-20000000
2014-12-31;CA;impot sur bénéfice;Suède;SE;-20000000
2014-12-31;CA;Effectif;Suède;SE;38
2014-12-31;CA;NB filiales CBCR;Suède;SE;1
2014-12-31;CA;NB filiales périmètre en +;Suède;SE;3
2014-12-31;CA;Total filiales;Suède;SE;4
2014-12-31;CA;resultats/effectifs;Suède;SE;2105263.16
2014-12-31;CA;resultats/pnb;Suède;SE;0.38
2014-12-31;CA;Produit Net Bancaire;Suisse;CH;3700000000
2014-12-31;CA;Resultat avant impot;Suisse;CH;530000000
2014-12-31;CA;impot courant;Suisse;CH;-260000000
2014-12-31;CA;impot différé;Suisse;CH;-10000000
2014-12-31;CA;impot sur bénéfice;Suisse;CH;-270000000
2014-12-31;CA;Effectif;Suisse;CH;1180
2014-12-31;CA;NB filiales CBCR;Suisse;CH;5
2014-12-31;CA;NB filiales périmètre en +;Suisse;CH;4
2014-12-31;CA;Total filiales;Suisse;CH;9
2014-12-31;CA;resultats/effectifs;Suisse;CH;449152.54
2014-12-31;CA;resultats/pnb;Suisse;CH;0.14
2014-12-31;CA;Produit Net Bancaire;Taïwan;TW;330000000
2014-12-31;CA;Resultat avant impot;Taïwan;TW;110000000
2014-12-31;CA;impot courant;Taïwan;TW;-10000000
2014-12-31;CA;impot différé;Taïwan;TW;-10000000
2014-12-31;CA;impot sur bénéfice;Taïwan;TW;-20000000
2014-12-31;CA;Effectif;Taïwan;TW;106
2014-12-31;CA;NB filiales CBCR;Taïwan;TW;2
2014-12-31;CA;Total filiales;Taïwan;TW;2
2014-12-31;CA;resultats/effectifs;Taïwan;TW;1037735.85
2014-12-31;CA;resultats/pnb;Taïwan;TW;0.33
2014-12-31;CA;NB filiales périmètre en +;Tunisie;TN;1
2014-12-31;CA;Total filiales;Tunisie;TN;1
2014-12-31;CA;Produit Net Bancaire;Ukraine;UA;1250000000
2014-12-31;CA;Resultat avant impot;Ukraine;UA;40000000
2014-12-31;CA;impot courant;Ukraine;UA;-10000000
2014-12-31;CA;impot différé;Ukraine;UA;-30000000
2014-12-31;CA;impot sur bénéfice;Ukraine;UA;-40000000
2014-12-31;CA;Effectif;Ukraine;UA;2450
2014-12-31;CA;NB filiales CBCR;Ukraine;UA;1
2014-12-31;CA;Total filiales;Ukraine;UA;1
2014-12-31;CA;resultats/effectifs;Ukraine;UA;16326.53
2014-12-31;CA;resultats/pnb;Ukraine;UA;0.03
2014-12-31;CA;Produit Net Bancaire;Uruguay;UY;10000000
2014-12-31;CA;Effectif;Uruguay;UY;22
2014-12-31;CA;NB filiales CBCR;Uruguay;UY;1
2014-12-31;CA;Total filiales;Uruguay;UY;1
2014-12-31;CA;Resultat avant impot;Vietnam;VN;-30000000
2014-12-31;CA;NB filiales CBCR;Vietnam;VN;1
2014-12-31;CA;Total filiales;Vietnam;VN;1
2014-12-31;SG;Produit Net Bancaire;Afrique du Sud;ZA;110000000
2014-12-31;SG;Resultat avant impot;Afrique du Sud;ZA;60000000
2014-12-31;SG;impot courant;Afrique du Sud;ZA;-20000000
2014-12-31;SG;impot sur bénéfice;Afrique du Sud;ZA;-20000000
2014-12-31;SG;Effectif;Afrique du Sud;ZA;80
2014-12-31;SG;NB filiales CBCR;Afrique du Sud;ZA;1
2014-12-31;SG;Total filiales;Afrique du Sud;ZA;1
2014-12-31;SG;resultats/effectifs;Afrique du Sud;ZA;750000.00
2014-12-31;SG;resultats/pnb;Afrique du Sud;ZA;0.55
2014-12-31;SG;Produit Net Bancaire;Albanie;AL;210000000
2014-12-31;SG;Resultat avant impot;Albanie;AL;50000000
2014-12-31;SG;Effectif;Albanie;AL;400
2014-12-31;SG;NB filiales CBCR;Albanie;AL;1
2014-12-31;SG;Total filiales;Albanie;AL;1
2014-12-31;SG;resultats/effectifs;Albanie;AL;125000.00
2014-12-31;SG;resultats/pnb;Albanie;AL;0.24
2014-12-31;SG;Produit Net Bancaire;Algérie;DZ;1340000000
2014-12-31;SG;Resultat avant impot;Algérie;DZ;630000000
2014-12-31;SG;impot courant;Algérie;DZ;-150000000
2014-12-31;SG;impot différé;Algérie;DZ;-30000000
2014-12-31;SG;impot sur bénéfice;Algérie;DZ;-180000000
2014-12-31;SG;Effectif;Algérie;DZ;1412
2014-12-31;SG;NB filiales CBCR;Algérie;DZ;2
2014-12-31;SG;Total filiales;Algérie;DZ;2
2014-12-31;SG;resultats/effectifs;Algérie;DZ;446175.64
2014-12-31;SG;resultats/pnb;Algérie;DZ;0.47
2014-12-31;SG;Produit Net Bancaire;Allemagne;DE;7440000000
2014-12-31;SG;Resultat avant impot;Allemagne;DE;1910000000
2014-12-31;SG;impot courant;Allemagne;DE;-290000000
2014-12-31;SG;impot différé;Allemagne;DE;-80000000
2014-12-31;SG;impot sur bénéfice;Allemagne;DE;-370000000
2014-12-31;SG;Effectif;Allemagne;DE;3115
2014-12-31;SG;NB filiales CBCR;Allemagne;DE;45
2014-12-31;SG;Total filiales;Allemagne;DE;45
2014-12-31;SG;resultats/effectifs;Allemagne;DE;613162.12
2014-12-31;SG;resultats/pnb;Allemagne;DE;0.26
2014-12-31;SG;Produit Net Bancaire;Australie;AU;90000000
2014-12-31;SG;Resultat avant impot;Australie;AU;-20000000
2014-12-31;SG;impot différé;Australie;AU;10000000
2014-12-31;SG;impot sur bénéfice;Australie;AU;10000000
2014-12-31;SG;Effectif;Australie;AU;26
2014-12-31;SG;NB filiales CBCR;Australie;AU;1
2014-12-31;SG;Total filiales;Australie;AU;1
2014-12-31;SG;resultats/effectifs;Australie;AU;-769230.77
2014-12-31;SG;resultats/pnb;Australie;AU;-0.22
2014-12-31;SG;Produit Net Bancaire;Autriche;AT;110000000
2014-12-31;SG;Resultat avant impot;Autriche;AT;40000000
2014-12-31;SG;impot courant;Autriche;AT;-10000000
2014-12-31;SG;impot sur bénéfice;Autriche;AT;-10000000
2014-12-31;SG;Effectif;Autriche;AT;54
2014-12-31;SG;NB filiales CBCR;Autriche;AT;3
2014-12-31;SG;Total filiales;Autriche;AT;3
2014-12-31;SG;resultats/effectifs;Autriche;AT;740740.74
2014-12-31;SG;resultats/pnb;Autriche;AT;0.36
2014-12-31;SG;Produit Net Bancaire;Bahamas;BS;150000000
2014-12-31;SG;Resultat avant impot;Bahamas;BS;40000000
2014-12-31;SG;Effectif;Bahamas;BS;44
2014-12-31;SG;NB filiales CBCR;Bahamas;BS;1
2014-12-31;SG;Total filiales;Bahamas;BS;1
2014-12-31;SG;resultats/effectifs;Bahamas;BS;909090.91
2014-12-31;SG;resultats/pnb;Bahamas;BS;0.27
2014-12-31;SG;Produit Net Bancaire;Belgique;BE;1930000000
2014-12-31;SG;Resultat avant impot;Belgique;BE;1020000000
2014-12-31;SG;impot courant;Belgique;BE;-150000000
2014-12-31;SG;impot sur bénéfice;Belgique;BE;-150000000
2014-12-31;SG;Effectif;Belgique;BE;471
2014-12-31;SG;NB filiales CBCR;Belgique;BE;8
2014-12-31;SG;Total filiales;Belgique;BE;8
2014-12-31;SG;resultats/effectifs;Belgique;BE;2165605.10
2014-12-31;SG;resultats/pnb;Belgique;BE;0.53
2014-12-31;SG;Produit Net Bancaire;Bénin;BJ;190000000
2014-12-31;SG;Resultat avant impot;Bénin;BJ;10000000
2014-12-31;SG;impot différé;Bénin;BJ;10000000
2014-12-31;SG;impot sur bénéfice;Bénin;BJ;10000000
2014-12-31;SG;Effectif;Bénin;BJ;218
2014-12-31;SG;NB filiales CBCR;Bénin;BJ;1
2014-12-31;SG;Total filiales;Bénin;BJ;1
2014-12-31;SG;resultats/effectifs;Bénin;BJ;45871.56
2014-12-31;SG;resultats/pnb;Bénin;BJ;0.05
2014-12-31;SG;Produit Net Bancaire;Bermudes;BM;120000000
2014-12-31;SG;Resultat avant impot;Bermudes;BM;120000000
2014-12-31;SG;NB filiales CBCR;Bermudes;BM;2
2014-12-31;SG;Total filiales;Bermudes;BM;2
2014-12-31;SG;resultats/pnb;Bermudes;BM;1.00
2014-12-31;SG;Produit Net Bancaire;Brésil;BR;1950000000
2014-12-31;SG;Resultat avant impot;Brésil;BR;-1670000000
2014-12-31;SG;impot courant;Brésil;BR;-290000000
2014-12-31;SG;impot différé;Brésil;BR;250000000
2014-12-31;SG;impot sur bénéfice;Brésil;BR;-40000000
2014-12-31;SG;Effectif;Brésil;BR;1182
2014-12-31;SG;NB filiales CBCR;Brésil;BR;12
2014-12-31;SG;Total filiales;Brésil;BR;12
2014-12-31;SG;resultats/effectifs;Brésil;BR;-1412859.56
2014-12-31;SG;resultats/pnb;Brésil;BR;-0.86
2014-12-31;SG;Produit Net Bancaire;Bulgarie;BG;930000000
2014-12-31;SG;Resultat avant impot;Bulgarie;BG;350000000
2014-12-31;SG;impot courant;Bulgarie;BG;-30000000
2014-12-31;SG;impot sur bénéfice;Bulgarie;BG;-30000000
2014-12-31;SG;Effectif;Bulgarie;BG;1506
2014-12-31;SG;NB filiales CBCR;Bulgarie;BG;4
2014-12-31;SG;Total filiales;Bulgarie;BG;4
2014-12-31;SG;resultats/effectifs;Bulgarie;BG;232403.72
2014-12-31;SG;resultats/pnb;Bulgarie;BG;0.38
2014-12-31;SG;Produit Net Bancaire;Burkina Faso;BF;290000000
2014-12-31;SG;Resultat avant impot;Burkina Faso;BF;90000000
2014-12-31;SG;impot courant;Burkina Faso;BF;-10000000
2014-12-31;SG;impot sur bénéfice;Burkina Faso;BF;-10000000
2014-12-31;SG;Effectif;Burkina Faso;BF;246
2014-12-31;SG;NB filiales CBCR;Burkina Faso;BF;1
2014-12-31;SG;Total filiales;Burkina Faso;BF;1
2014-12-31;SG;resultats/effectifs;Burkina Faso;BF;365853.66
2014-12-31;SG;resultats/pnb;Burkina Faso;BF;0.31
2014-12-31;SG;Produit Net Bancaire;Cameroun;CM;720000000
2014-12-31;SG;Resultat avant impot;Cameroun;CM;190000000
2014-12-31;SG;impot courant;Cameroun;CM;-90000000
2014-12-31;SG;impot sur bénéfice;Cameroun;CM;-90000000
2014-12-31;SG;Effectif;Cameroun;CM;625
2014-12-31;SG;NB filiales CBCR;Cameroun;CM;1
2014-12-31;SG;Total filiales;Cameroun;CM;1
2014-12-31;SG;resultats/effectifs;Cameroun;CM;304000.00
2014-12-31;SG;resultats/pnb;Cameroun;CM;0.26
2014-12-31;SG;Produit Net Bancaire;Canada;CA;490000000
2014-12-31;SG;Resultat avant impot;Canada;CA;120000000
2014-12-31;SG;impot courant;Canada;CA;-60000000
2014-12-31;SG;impot différé;Canada;CA;10000000
2014-12-31;SG;impot sur bénéfice;Canada;CA;-50000000
2014-12-31;SG;Effectif;Canada;CA;108
2014-12-31;SG;NB filiales CBCR;Canada;CA;5
2014-12-31;SG;NB filiales périmètre en +;Canada;CA;1
2014-12-31;SG;Total filiales;Canada;CA;6
2014-12-31;SG;resultats/effectifs;Canada;CA;1111111.11
2014-12-31;SG;resultats/pnb;Canada;CA;0.24
2014-12-31;SG;Produit Net Bancaire;Chine;CN;840000000
2014-12-31;SG;Resultat avant impot;Chine;CN;120000000
2014-12-31;SG;impot différé;Chine;CN;10000000
2014-12-31;SG;impot sur bénéfice;Chine;CN;10000000
2014-12-31;SG;Effectif;Chine;CN;537
2014-12-31;SG;NB filiales CBCR;Chine;CN;4
2014-12-31;SG;Total filiales;Chine;CN;4
2014-12-31;SG;resultats/effectifs;Chine;CN;223463.69
2014-12-31;SG;resultats/pnb;Chine;CN;0.14
2014-12-31;SG;Produit Net Bancaire;Chypre;CY;10000000
2014-12-31;SG;Resultat avant impot;Chypre;CY;10000000
2014-12-31;SG;NB filiales CBCR;Chypre;CY;1
2014-12-31;SG;Total filiales;Chypre;CY;1
2014-12-31;SG;resultats/pnb;Chypre;CY;1.00
2014-12-31;SG;Produit Net Bancaire;Corée du Sud;KR;1170000000
2014-12-31;SG;Resultat avant impot;Corée du Sud;KR;390000000
2014-12-31;SG;impot courant;Corée du Sud;KR;-90000000
2014-12-31;SG;impot différé;Corée du Sud;KR;20000000
2014-12-31;SG;impot sur bénéfice;Corée du Sud;KR;-70000000
2014-12-31;SG;Effectif;Corée du Sud;KR;136
2014-12-31;SG;NB filiales CBCR;Corée du Sud;KR;4
2014-12-31;SG;Total filiales;Corée du Sud;KR;4
2014-12-31;SG;resultats/effectifs;Corée du Sud;KR;2867647.06
2014-12-31;SG;resultats/pnb;Corée du Sud;KR;0.33
2014-12-31;SG;Produit Net Bancaire;Côte d'Ivoire;CI;1110000000
2014-12-31;SG;Resultat avant impot;Côte d'Ivoire;CI;480000000
2014-12-31;SG;impot courant;Côte d'Ivoire;CI;-100000000
2014-12-31;SG;impot différé;Côte d'Ivoire;CI;10000000
2014-12-31;SG;impot sur bénéfice;Côte d'Ivoire;CI;-90000000
2014-12-31;SG;Effectif;Côte d'Ivoire;CI;1147
2014-12-31;SG;NB filiales CBCR;Côte d'Ivoire;CI;2
2014-12-31;SG;Total filiales;Côte d'Ivoire;CI;2
2014-12-31;SG;resultats/effectifs;Côte d'Ivoire;CI;418483.00
2014-12-31;SG;resultats/pnb;Côte d'Ivoire;CI;0.43
2014-12-31;SG;Produit Net Bancaire;Croatie;HR;1380000000
2014-12-31;SG;Resultat avant impot;Croatie;HR;320000000
2014-12-31;SG;impot courant;Croatie;HR;-40000000
2014-12-31;SG;impot différé;Croatie;HR;10000000
2014-12-31;SG;impot sur bénéfice;Croatie;HR;-30000000
2014-12-31;SG;Effectif;Croatie;HR;1459
2014-12-31;SG;NB filiales CBCR;Croatie;HR;3
2014-12-31;SG;Total filiales;Croatie;HR;3
2014-12-31;SG;resultats/effectifs;Croatie;HR;219328.31
2014-12-31;SG;resultats/pnb;Croatie;HR;0.23
2014-12-31;SG;Produit Net Bancaire;Curaçao;CW;10000000
2014-12-31;SG;Resultat avant impot;Curaçao;CW;10000000
2014-12-31;SG;NB filiales CBCR;Curaçao;CW;1
2014-12-31;SG;Total filiales;Curaçao;CW;1
2014-12-31;SG;resultats/pnb;Curaçao;CW;1.00
2014-12-31;SG;Produit Net Bancaire;Danemark;DK;570000000
2014-12-31;SG;Resultat avant impot;Danemark;DK;330000000
2014-12-31;SG;impot courant;Danemark;DK;-90000000
2014-12-31;SG;impot différé;Danemark;DK;20000000
2014-12-31;SG;impot sur bénéfice;Danemark;DK;-70000000
2014-12-31;SG;Effectif;Danemark;DK;146
2014-12-31;SG;NB filiales CBCR;Danemark;DK;4
2014-12-31;SG;Total filiales;Danemark;DK;4
2014-12-31;SG;resultats/effectifs;Danemark;DK;2260273.97
2014-12-31;SG;resultats/pnb;Danemark;DK;0.58
2014-12-31;SG;Produit Net Bancaire;Émirats Arabes Unis;AE;170000000
2014-12-31;SG;Resultat avant impot;Émirats Arabes Unis;AE;40000000
2014-12-31;SG;Effectif;Émirats Arabes Unis;AE;79
2014-12-31;SG;NB filiales CBCR;Émirats Arabes Unis;AE;3
2014-12-31;SG;Total filiales;Émirats Arabes Unis;AE;3
2014-12-31;SG;resultats/effectifs;Émirats Arabes Unis;AE;506329.11
2014-12-31;SG;resultats/pnb;Émirats Arabes Unis;AE;0.24
2014-12-31;SG;Produit Net Bancaire;Espagne;ES;4000000000
2014-12-31;SG;Resultat avant impot;Espagne;ES;2330000000
2014-12-31;SG;impot courant;Espagne;ES;-460000000
2014-12-31;SG;impot différé;Espagne;ES;-70000000
2014-12-31;SG;impot sur bénéfice;Espagne;ES;-530000000
2014-12-31;SG;Effectif;Espagne;ES;562
2014-12-31;SG;NB filiales CBCR;Espagne;ES;8
2014-12-31;SG;NB filiales périmètre en +;Espagne;ES;1
2014-12-31;SG;Total filiales;Espagne;ES;9
2014-12-31;SG;resultats/effectifs;Espagne;ES;4145907.47
2014-12-31;SG;resultats/pnb;Espagne;ES;0.58
2014-12-31;SG;NB filiales CBCR;Estonie;EE;1
2014-12-31;SG;Total filiales;Estonie;EE;1
2014-12-31;SG;Produit Net Bancaire;États-Unis;US;12050000000
2014-12-31;SG;Resultat avant impot;États-Unis;US;2190000000
2014-12-31;SG;impot courant;États-Unis;US;-350000000
2014-12-31;SG;impot différé;États-Unis;US;-1870000000
2014-12-31;SG;impot sur bénéfice;États-Unis;US;-2220000000
2014-12-31;SG;Effectif;États-Unis;US;2455
2014-12-31;SG;NB filiales CBCR;États-Unis;US;30
2014-12-31;SG;NB filiales périmètre en +;États-Unis;US;1
2014-12-31;SG;Total filiales;États-Unis;US;31
2014-12-31;SG;resultats/effectifs;États-Unis;US;892057.03
2014-12-31;SG;resultats/pnb;États-Unis;US;0.18
2014-12-31;SG;Produit Net Bancaire;Finlande;FI;590000000
2014-12-31;SG;Resultat avant impot;Finlande;FI;430000000
2014-12-31;SG;impot courant;Finlande;FI;-70000000
2014-12-31;SG;impot différé;Finlande;FI;-30000000
2014-12-31;SG;impot sur bénéfice;Finlande;FI;-100000000
2014-12-31;SG;Effectif;Finlande;FI;86
2014-12-31;SG;NB filiales CBCR;Finlande;FI;2
2014-12-31;SG;Total filiales;Finlande;FI;2
2014-12-31;SG;resultats/effectifs;Finlande;FI;5000000.00
2014-12-31;SG;resultats/pnb;Finlande;FI;0.73
2014-12-31;SG;Produit Net Bancaire;France;FR;105760000000
2014-12-31;SG;Resultat avant impot;France;FR;3210000000
2014-12-31;SG;impot courant;France;FR;-3470000000
2014-12-31;SG;impot différé;France;FR;330000000
2014-12-31;SG;impot sur bénéfice;France;FR;-3140000000
2014-12-31;SG;Effectif;France;FR;51794
2014-12-31;SG;NB filiales CBCR;France;FR;301
2014-12-31;SG;NB filiales périmètre en +;France;FR;7
2014-12-31;SG;Total filiales;France;FR;308
2014-12-31;SG;resultats/effectifs;France;FR;61976.29
2014-12-31;SG;resultats/pnb;France;FR;0.03
2014-12-31;SG;Produit Net Bancaire;Géorgie;GE;410000000
2014-12-31;SG;Resultat avant impot;Géorgie;GE;150000000
2014-12-31;SG;impot courant;Géorgie;GE;-20000000
2014-12-31;SG;impot différé;Géorgie;GE;-10000000
2014-12-31;SG;impot sur bénéfice;Géorgie;GE;-30000000
2014-12-31;SG;Effectif;Géorgie;GE;956
2014-12-31;SG;NB filiales CBCR;Géorgie;GE;3
2014-12-31;SG;Total filiales;Géorgie;GE;3
2014-12-31;SG;resultats/effectifs;Géorgie;GE;156903.77
2014-12-31;SG;resultats/pnb;Géorgie;GE;0.37
2014-12-31;SG;Produit Net Bancaire;Ghana;GH;620000000
2014-12-31;SG;Resultat avant impot;Ghana;GH;110000000
2014-12-31;SG;impot courant;Ghana;GH;-50000000
2014-12-31;SG;impot sur bénéfice;Ghana;GH;-50000000
2014-12-31;SG;Effectif;Ghana;GH;709
2014-12-31;SG;NB filiales CBCR;Ghana;GH;1
2014-12-31;SG;Total filiales;Ghana;GH;1
2014-12-31;SG;resultats/effectifs;Ghana;GH;155148.10
2014-12-31;SG;resultats/pnb;Ghana;GH;0.18
2014-12-31;SG;Produit Net Bancaire;Gibraltar;GI;160000000
2014-12-31;SG;Effectif;Gibraltar;GI;50
2014-12-31;SG;NB filiales CBCR;Gibraltar;GI;2
2014-12-31;SG;Total filiales;Gibraltar;GI;2
2014-12-31;SG;Produit Net Bancaire;Grèce;GR;40000000
2014-12-31;SG;Resultat avant impot;Grèce;GR;10000000
2014-12-31;SG;Effectif;Grèce;GR;38
2014-12-31;SG;NB filiales CBCR;Grèce;GR;2
2014-12-31;SG;NB filiales périmètre en +;Grèce;GR;1
2014-12-31;SG;Total filiales;Grèce;GR;3
2014-12-31;SG;resultats/effectifs;Grèce;GR;263157.89
2014-12-31;SG;resultats/pnb;Grèce;GR;0.25
2014-12-31;SG;NB filiales CBCR;Guernesey;GG;6
2014-12-31;SG;Total filiales;Guernesey;GG;6
2014-12-31;SG;Produit Net Bancaire;Guinée;GN;280000000
2014-12-31;SG;Resultat avant impot;Guinée;GN;120000000
2014-12-31;SG;impot courant;Guinée;GN;-50000000
2014-12-31;SG;impot sur bénéfice;Guinée;GN;-50000000
2014-12-31;SG;Effectif;Guinée;GN;290
2014-12-31;SG;NB filiales CBCR;Guinée;GN;1
2014-12-31;SG;Total filiales;Guinée;GN;1
2014-12-31;SG;resultats/effectifs;Guinée;GN;413793.10
2014-12-31;SG;resultats/pnb;Guinée;GN;0.43
2014-12-31;SG;Produit Net Bancaire;Guinée Équatoriale;GQ;270000000
2014-12-31;SG;Resultat avant impot;Guinée Équatoriale;GQ;120000000
2014-12-31;SG;impot courant;Guinée Équatoriale;GQ;-40000000
2014-12-31;SG;impot différé;Guinée Équatoriale;GQ;-10000000
2014-12-31;SG;impot sur bénéfice;Guinée Équatoriale;GQ;-50000000
2014-12-31;SG;Effectif;Guinée Équatoriale;GQ;289
2014-12-31;SG;NB filiales CBCR;Guinée Équatoriale;GQ;1
2014-12-31;SG;Total filiales;Guinée Équatoriale;GQ;1
2014-12-31;SG;resultats/effectifs;Guinée Équatoriale;GQ;415224.91
2014-12-31;SG;resultats/pnb;Guinée Équatoriale;GQ;0.44
2014-12-31;SG;Produit Net Bancaire;Hong-Kong;HK;6730000000
2014-12-31;SG;Resultat avant impot;Hong-Kong;HK;3420000000
2014-12-31;SG;impot courant;Hong-Kong;HK;-310000000
2014-12-31;SG;impot différé;Hong-Kong;HK;30000000
2014-12-31;SG;impot sur bénéfice;Hong-Kong;HK;-280000000
2014-12-31;SG;Effectif;Hong-Kong;HK;1038
2014-12-31;SG;NB filiales CBCR;Hong-Kong;HK;12
2014-12-31;SG;Total filiales;Hong-Kong;HK;12
2014-12-31;SG;resultats/effectifs;Hong-Kong;HK;3294797.69
2014-12-31;SG;resultats/pnb;Hong-Kong;HK;0.51
2014-12-31;SG;Resultat avant impot;Hongrie;HU;30000000
2014-12-31;SG;NB filiales CBCR;Hongrie;HU;3
2014-12-31;SG;Total filiales;Hongrie;HU;3
2014-12-31;SG;NB filiales CBCR;Îles Caïmans;KY;3
